filename;label;botrytis_severity;sick_score;cluster;eje_dominante;motivo_principal;axis_score_botrytis;axis_score_tallo_amarillo;axis_score_follaje_blanco;axis_score_tallos_rotos;pct_yellow_in_stem;pct_brown_lesions;gray_mold_score;whiteness_score;stem_fragmentation;cosine_sim_bad;clip_sick_prob;p_con_flores;p_sin_flores
flor_20260516_090010_411564.jpg;sana;baseline;0.3948603464722529;0;tallos_rotos;cosine_sim_bad;0.3466724206698212;0.524919142066367;0.6059791261852855;0.669628670228746;0.22406371070282222;2,08E+11;0.11775818638974543;0.7364476323127747;0.5580322828593389;0.84945756;0.0011018441;0.97989696;0.020102978
flor_20260516_090021_921525.jpg;sana;baseline;0.38335878286749936;2;tallos_rotos;cosine_sim_bad;0.356967887606547;0.649038990051551;0.5395791426629797;0.6671485326763208;0.2649073951171415;9,01E+09;0.1725235704453871;0.7327021360397339;0.556782334384858;0.7885827;0.0011091824;0.9975369;0.002463049
flor_20260516_090035_428377.jpg;sana;baseline;0.44007062159460014;0;follaje_blanco;cosine_sim_bad;0.38410814612363386;0.6451053954246518;0.6837710513736583;0.6680084993835435;0.2636129808863562;2,77E+10;0.1515045892701865;0.7408357262611389;0.5572157434402333;0.78021115;0.010327762;0.9976497;0.0023502233
flor_20260516_090049_442218.jpg;enferma;severa;0.534374966848775;0;tallos_rotos;cosine_sim_bad;0.6705072142930881;0.0;0.31781509578429207;0.7914658245526274;0.03844434509645857;0.0002761050777036156;0.16762156601033912;0.7201928496360779;0.6194362017804155;0.8282091;0.009589858;0.99652255;0.0034774307
flor_20260516_090101_449625.jpg;sana;baseline;0.252856941363495;2;follaje_blanco;cosine_sim_bad;0.21637710717627778;0.4620267846937999;0.589771946770191;0.4681599095796144;0.20336794255376395;2,73E+08;0.15038167936635394;0.7355334162712097;0.45649534601375963;0.68114597;0.0009649704;0.99831235;0.0016876252
flor_20260516_090115_462511.jpg;sana;baseline;0.45161867720731325;2;tallos_rotos;clip_sick_prob;0.35692308414525825;0.6116060057444987;0.6541949037775899;0.6782596402652017;0.25258945384874815;3,14E+10;0.13731161515515747;0.7391673922538757;0.5623821495914519;0.7335271;0.023372136;0.99357635;0.006423661
flor_20260516_090125_971113.jpg;revisar;moderada;0.3455836307135134;2;tallos_rotos;cosine_sim_bad;0.40477106836722626;0.2463556719334872;0.10096033013930693;0.7238795179688876;0.1323978035320115;2,81E+11;0.1828425095562503;0.7079604864120483;0.5853738165197518;0.8029101;0.0011191955;0.99897444;0.0010255753
flor_20260516_090137_982416.jpg;sana;baseline;0.2779166787353492;2;tallos_rotos;cosine_sim_bad;0.3205160230980455;0.29571831875469606;0.0;0.7217460509790562;0.14864139713407282;2,22E+11;0.18512435471958602;0.6921156644821167;0.5842985842985843;0.7131215;0.0021826664;0.99621576;0.0037842637
flor_20260516_090151_993793.jpg;revisar;moderada;0.4022192483784268;0;tallos_rotos;cosine_sim_bad;0.4818815061116313;0.40665064452045685;0.0;0.7312681634684941;0.18514550971938668;3,50E+11;0.2066430019760033;0.6978496313095093;0.5890975721484196;0.87847555;0.0010040738;0.99962485;0.00037516849
flor_20260516_090210_506275.jpg;sana;baseline;0.25091630404524673;2;tallo_amarillo;pct_yellow_in_stem;0.19387683072324335;0.9277785387541911;0.6243006990030143;0.0;0.356631243847277;9,18E+07;0.15038813577217144;0.7374811172485352;0.07484335112555117;0.6491041;0.00311042;0.89145815;0.108541876
